order_item_id,order_id,product_id,quantity,unit_price,discount_amount,created_at,updated_at
OI-00104-1,ORD-00104,PROD-138,4,228.67,95.44,2024-12-26 09:00:13,2024-12-26 09:00:13
OI-00104-2,ORD-00104,PROD-115,1,281.72,0,2024-12-26 09:00:13,2024-12-26 09:00:13
OI-00105-1,ORD-00105,PROD-107,1,52.73,0,2024-12-21 10:30:04,2024-12-21 10:30:04
OI-00106-1,ORD-00106,PROD-134,1,165.71,0,2024-06-02 10:24:49,2024-06-02 10:24:49
OI-00107-1,ORD-00107,PROD-140,1,29.92,0.55,2024-08-13 13:46:13,2024-08-13 13:46:13
OI-00107-2,ORD-00107,PROD-129,4,263.71,0,2024-08-13 13:46:13,2024-08-13 13:46:13
OI-00107-3,ORD-00107,PROD-114,4,516.29,0,2024-08-13 13:46:13,2024-08-13 13:46:13
OI-00107-4,ORD-00107,PROD-106,2,210.4,40.69,2024-08-13 13:46:13,2024-08-13 13:46:13
OI-00108-1,ORD-00108,PROD-120,2,455.08,0,2024-10-10 17:38:46,2024-10-10 17:38:46
OI-00109-1,ORD-00109,PROD-132,1,381.18,36.48,2024-04-06 19:25:18,2024-04-06 19:25:18
OI-00109-2,ORD-00109,PROD-125,1,327.41,0,2024-04-06 19:25:18,2024-04-06 19:25:18
OI-00110-1,ORD-00110,PROD-124,1,24.66,0.25,2024-07-03 22:20:08,2024-07-03 22:20:08
OI-00110-2,ORD-00110,PROD-135,3,490.52,203.64,2024-07-03 22:20:08,2024-07-03 22:20:08
OI-00110-3,ORD-00110,PROD-112,4,437.58,0,2024-07-03 22:20:08,2024-07-03 22:20:08
OI-00110-4,ORD-00110,PROD-131,4,207.47,0,2024-07-03 22:20:08,2024-07-03 22:20:08
OI-00111-1,ORD-00111,PROD-106,2,210.4,0,2024-02-12 18:34:34,2024-02-12 18:34:34
OI-00111-2,ORD-00111,PROD-120,2,455.08,0,2024-02-12 18:34:34,2024-02-12 18:34:34
OI-00111-3,ORD-00111,PROD-133,4,754.46,0,2024-02-12 18:34:34,2024-02-12 18:34:34
OI-00112-1,ORD-00112,PROD-104,1,537.47,0,2024-11-28 18:41:04,2024-11-28 18:41:04
OI-00112-2,ORD-00112,PROD-116,1,74.59,0,2024-11-28 18:41:04,2024-11-28 18:41:04
OI-00113-1,ORD-00113,PROD-101,2,655.83,0,2024-01-29 12:42:47,2024-01-29 12:42:47
OI-00114-1,ORD-00114,PROD-124,3,24.66,0,2024-09-11 13:33:33,2024-09-11 13:33:33
OI-00114-2,ORD-00114,PROD-109,1,774.44,0,2024-09-11 13:33:33,2024-09-11 13:33:33
OI-00115-1,ORD-00115,PROD-132,4,381.18,0,2024-08-07 12:33:04,2024-08-07 12:33:04
OI-00116-1,ORD-00116,PROD-107,2,52.73,0,2024-09-12 21:36:10,2024-09-12 21:36:10
OI-00116-2,ORD-00116,PROD-137,1,276.02,35.73,2024-09-12 21:36:10,2024-09-12 21:36:10
OI-00116-3,ORD-00116,PROD-108,2,415.88,45.41,2024-09-12 21:36:10,2024-09-12 21:36:10
OI-00117-1,ORD-00117,PROD-115,3,281.72,9.87,2024-03-17 10:59:54,2024-03-17 10:59:54
OI-00117-2,ORD-00117,PROD-121,3,261.06,79.1,2024-03-17 10:59:54,2024-03-17 10:59:54
OI-00117-3,ORD-00117,PROD-116,1,74.59,9.0,2024-03-17 10:59:54,2024-03-17 10:59:54
OI-00117-4,ORD-00117,PROD-127,1,631.92,0,2024-03-17 10:59:54,2024-03-17 10:59:54
OI-00118-1,ORD-00118,PROD-136,4,556.06,66.95,2024-08-26 21:18:49,2024-08-26 21:18:49
OI-00119-1,ORD-00119,PROD-113,1,454.72,0,2024-06-04 19:39:15,2024-06-04 19:39:15
OI-00119-2,ORD-00119,PROD-135,1,490.52,25.49,2024-06-04 19:39:15,2024-06-04 19:39:15
OI-00119-3,ORD-00119,PROD-116,1,74.59,0,2024-06-04 19:39:15,2024-06-04 19:39:15
OI-00119-4,ORD-00119,PROD-110,1,152.58,0,2024-06-04 19:39:15,2024-06-04 19:39:15
OI-00120-1,ORD-00120,PROD-104,1,537.47,0,2024-06-06 09:13:33,2024-06-06 09:13:33
OI-00120-2,ORD-00120,PROD-110,4,152.58,0,2024-06-06 09:13:33,2024-06-06 09:13:33
OI-00120-3,ORD-00120,PROD-118,3,399.59,0,2024-06-06 09:13:33,2024-06-06 09:13:33
OI-00120-4,ORD-00120,PROD-106,1,210.4,0,2024-06-06 09:13:33,2024-06-06 09:13:33
OI-00121-1,ORD-00121,PROD-128,2,237.63,18.61,2024-03-09 18:52:25,2024-03-09 18:52:25
OI-00122-1,ORD-00122,PROD-118,2,399.59,0,2024-07-20 19:53:47,2024-07-20 19:53:47
OI-00122-2,ORD-00122,PROD-115,1,281.72,6.95,2024-07-20 19:53:47,2024-07-20 19:53:47
OI-00122-3,ORD-00122,PROD-105,4,798.17,0,2024-07-20 19:53:47,2024-07-20 19:53:47
OI-00122-4,ORD-00122,PROD-113,1,454.72,0,2024-07-20 19:53:47,2024-07-20 19:53:47
OI-00123-1,ORD-00123,PROD-111,3,831.12,0,2024-04-16 15:19:29,2024-04-16 15:19:29
OI-00124-1,ORD-00124,PROD-116,3,74.59,0,2024-11-04 08:13:53,2024-11-04 08:13:53
OI-00125-1,ORD-00125,PROD-129,4,263.71,125.6,2024-12-12 12:16:52,2024-12-12 12:16:52
OI-00125-2,ORD-00125,PROD-136,1,556.06,69.26,2024-12-12 12:16:52,2024-12-12 12:16:52
OI-00125-3,ORD-00125,PROD-116,2,74.59,18.43,2024-12-12 12:16:52,2024-12-12 12:16:52
OI-00125-4,ORD-00125,PROD-107,3,52.73,0,2024-12-12 12:16:52,2024-12-12 12:16:52
OI-00126-1,ORD-00126,PROD-113,4,454.72,0,2024-02-13 17:37:16,2024-02-13 17:37:16
OI-00127-1,ORD-00127,PROD-126,4,457.47,58.94,2024-06-18 09:02:29,2024-06-18 09:02:29
OI-00127-2,ORD-00127,PROD-132,2,381.18,51.0,2024-06-18 09:02:29,2024-06-18 09:02:29
OI-00127-3,ORD-00127,PROD-102,2,652.45,121.19,2024-06-18 09:02:29,2024-06-18 09:02:29
OI-00127-4,ORD-00127,PROD-125,2,327.41,0,2024-06-18 09:02:29,2024-06-18 09:02:29
OI-00128-1,ORD-00128,PROD-125,2,327.41,0,2024-07-29 22:35:30,2024-07-29 22:35:30
OI-00128-2,ORD-00128,PROD-109,2,774.44,0,2024-07-29 22:35:30,2024-07-29 22:35:30
OI-00128-3,ORD-00128,PROD-127,1,631.92,0,2024-07-29 22:35:30,2024-07-29 22:35:30
OI-00129-1,ORD-00129,PROD-125,1,327.41,0,2024-12-31 13:30:34,2024-12-31 13:30:34
OI-00129-2,ORD-00129,PROD-118,2,399.59,97.18,2024-12-31 13:30:34,2024-12-31 13:30:34
OI-00129-3,ORD-00129,PROD-112,3,437.58,195.24,2024-12-31 13:30:34,2024-12-31 13:30:34
OI-00130-1,ORD-00130,PROD-116,1,74.59,0,2024-07-02 20:37:14,2024-07-02 20:37:14
OI-00130-2,ORD-00130,PROD-118,2,399.59,0,2024-07-02 20:37:14,2024-07-02 20:37:14
OI-00131-1,ORD-00131,PROD-138,3,228.67,0,2024-07-17 13:59:53,2024-07-17 13:59:53
OI-00131-2,ORD-00131,PROD-121,1,261.06,0,2024-07-17 13:59:53,2024-07-17 13:59:53
OI-00132-1,ORD-00132,PROD-112,1,437.58,39.49,2024-10-17 17:09:36,2024-10-17 17:09:36
OI-00132-2,ORD-00132,PROD-132,1,381.18,0,2024-10-17 17:09:36,2024-10-17 17:09:36
OI-00132-3,ORD-00132,PROD-103,1,594.17,0,2024-10-17 17:09:36,2024-10-17 17:09:36
OI-00133-1,ORD-00133,PROD-104,2,537.47,0,2024-04-13 20:08:21,2024-04-13 20:08:21
OI-00133-2,ORD-00133,PROD-102,3,652.45,0,2024-04-13 20:08:21,2024-04-13 20:08:21
OI-00133-3,ORD-00133,PROD-110,3,152.58,0,2024-04-13 20:08:21,2024-04-13 20:08:21
OI-00134-1,ORD-00134,PROD-132,3,381.18,101.02,2024-02-21 13:19:20,2024-02-21 13:19:20
OI-00134-2,ORD-00134,PROD-121,2,261.06,0,2024-02-21 13:19:20,2024-02-21 13:19:20
OI-00134-3,ORD-00134,PROD-112,3,437.58,143.51,2024-02-21 13:19:20,2024-02-21 13:19:20
OI-00134-4,ORD-00134,PROD-136,4,556.06,0,2024-02-21 13:19:20,2024-02-21 13:19:20
OI-00135-1,ORD-00135,PROD-137,4,276.02,123.44,2024-10-17 08:11:38,2024-10-17 08:11:38
OI-00135-2,ORD-00135,PROD-107,2,52.73,0,2024-10-17 08:11:38,2024-10-17 08:11:38
OI-00136-1,ORD-00136,PROD-101,1,655.83,0,2024-03-26 18:56:05,2024-03-26 18:56:05
OI-00136-2,ORD-00136,PROD-117,1,521.02,0,2024-03-26 18:56:05,2024-03-26 18:56:05
OI-00136-3,ORD-00136,PROD-114,1,516.29,0,2024-03-26 18:56:05,2024-03-26 18:56:05
OI-00136-4,ORD-00136,PROD-116,4,74.59,0,2024-03-26 18:56:05,2024-03-26 18:56:05
OI-00137-1,ORD-00137,PROD-111,1,831.12,0,2024-07-12 13:34:24,2024-07-12 13:34:24
OI-00137-2,ORD-00137,PROD-129,1,263.71,12.61,2024-07-12 13:34:24,2024-07-12 13:34:24
OI-00138-1,ORD-00138,PROD-136,1,556.06,0,2024-02-07 13:10:56,2024-02-07 13:10:56
OI-00139-1,ORD-00139,PROD-111,2,831.12,0,2024-09-04 19:01:27,2024-09-04 19:01:27
OI-00139-2,ORD-00139,PROD-104,4,537.47,0,2024-09-04 19:01:27,2024-09-04 19:01:27
OI-00139-3,ORD-00139,PROD-107,3,52.73,0,2024-09-04 19:01:27,2024-09-04 19:01:27
OI-00139-4,ORD-00139,PROD-122,3,896.26,20.02,2024-09-04 19:01:27,2024-09-04 19:01:27
OI-00140-1,ORD-00140,PROD-128,1,237.63,23.6,2024-10-08 21:31:09,2024-10-08 21:31:09
OI-00141-1,ORD-00141,PROD-106,3,210.4,0,2024-09-02 11:06:01,2024-09-02 11:06:01
OI-00141-2,ORD-00141,PROD-131,4,207.47,0,2024-09-02 11:06:01,2024-09-02 11:06:01
OI-00141-3,ORD-00141,PROD-108,3,415.88,101.83,2024-09-02 11:06:01,2024-09-02 11:06:01
OI-00142-1,ORD-00142,PROD-117,4,521.02,0,2024-07-08 22:24:23,2024-07-08 22:24:23
OI-00143-1,ORD-00143,PROD-123,4,284.29,0,2024-05-17 17:03:09,2024-05-17 17:03:09
OI-00144-1,ORD-00144,PROD-137,1,276.02,0,2024-02-01 21:24:52,2024-02-01 21:24:52
OI-00144-2,ORD-00144,PROD-116,1,74.59,0,2024-02-01 21:24:52,2024-02-01 21:24:52
OI-00144-3,ORD-00144,PROD-131,2,207.47,47.13,2024-02-01 21:24:52,2024-02-01 21:24:52
OI-00144-4,ORD-00144,PROD-120,2,455.08,0,2024-02-01 21:24:52,2024-02-01 21:24:52
OI-00145-1,ORD-00145,PROD-128,2,237.63,0,2024-04-18 20:12:08,2024-04-18 20:12:08
OI-00146-1,ORD-00146,PROD-125,4,327.41,0,2024-03-16 21:38:16,2024-03-16 21:38:16
OI-00147-1,ORD-00147,PROD-108,1,415.88,0,2024-05-21 16:29:58,2024-05-21 16:29:58
OI-00147-2,ORD-00147,PROD-127,1,631.92,0,2024-05-21 16:29:58,2024-05-21 16:29:58
OI-00147-3,ORD-00147,PROD-110,3,152.58,0,2024-05-21 16:29:58,2024-05-21 16:29:58
OI-00147-4,ORD-00147,PROD-137,3,276.02,0,2024-05-21 16:29:58,2024-05-21 16:29:58
OI-00148-1,ORD-00148,PROD-110,1,152.58,0,2024-10-19 17:30:02,2024-10-19 17:30:02
OI-00148-2,ORD-00148,PROD-140,3,29.92,0,2024-10-19 17:30:02,2024-10-19 17:30:02
OI-00148-3,ORD-00148,PROD-139,1,478.09,0,2024-10-19 17:30:02,2024-10-19 17:30:02
OI-00148-4,ORD-00148,PROD-126,3,457.47,0,2024-10-19 17:30:02,2024-10-19 17:30:02
OI-00149-1,ORD-00149,PROD-107,4,52.73,0,2024-06-21 21:50:19,2024-06-21 21:50:19
OI-00149-2,ORD-00149,PROD-115,3,281.72,52.84,2024-06-21 21:50:19,2024-06-21 21:50:19
OI-00149-3,ORD-00149,PROD-109,1,774.44,24.56,2024-06-21 21:50:19,2024-06-21 21:50:19
OI-00149-4,ORD-00149,PROD-120,4,455.08,0,2024-06-21 21:50:19,2024-06-21 21:50:19
OI-00150-1,ORD-00150,PROD-105,4,798.17,407.69,2024-09-21 21:23:52,2024-09-21 21:23:52
OI-00150-2,ORD-00150,PROD-120,1,455.08,59.74,2024-09-21 21:23:52,2024-09-21 21:23:52
OI-00151-1,ORD-00151,PROD-118,4,399.59,0,2024-01-30 11:02:29,2024-01-30 11:02:29
OI-00151-2,ORD-00151,PROD-124,1,24.66,0,2024-01-30 11:02:29,2024-01-30 11:02:29
OI-00152-1,ORD-00152,PROD-123,1,284.29,16.48,2024-07-09 15:38:28,2024-07-09 15:38:28
OI-00152-2,ORD-00152,PROD-111,2,831.12,0,2024-07-09 15:38:28,2024-07-09 15:38:28
OI-00152-3,ORD-00152,PROD-117,2,521.02,0,2024-07-09 15:38:28,2024-07-09 15:38:28
OI-00153-1,ORD-00153,PROD-101,4,655.83,0,2024-04-25 18:13:17,2024-04-25 18:13:17
OI-00154-1,ORD-00154,PROD-118,3,399.59,0,2024-03-29 17:51:00,2024-03-29 17:51:00
OI-00154-2,ORD-00154,PROD-128,2,237.63,0,2024-03-29 17:51:00,2024-03-29 17:51:00
OI-00154-3,ORD-00154,PROD-125,4,327.41,0,2024-03-29 17:51:00,2024-03-29 17:51:00
OI-00155-1,ORD-00155,PROD-120,1,455.08,0,2024-09-18 18:53:53,2024-09-18 18:53:53
OI-00155-2,ORD-00155,PROD-107,3,52.73,0,2024-09-18 18:53:53,2024-09-18 18:53:53
OI-00155-3,ORD-00155,PROD-131,3,207.47,66.39,2024-09-18 18:53:53,2024-09-18 18:53:53
OI-00156-1,ORD-00156,PROD-139,4,478.09,0,2024-11-29 12:12:09,2024-11-29 12:12:09
OI-00157-1,ORD-00157,PROD-127,1,631.92,0,2024-03-12 19:01:41,2024-03-12 19:01:41
OI-00157-2,ORD-00157,PROD-126,2,457.47,0,2024-03-12 19:01:41,2024-03-12 19:01:41
OI-00157-3,ORD-00157,PROD-125,2,327.41,0,2024-03-12 19:01:41,2024-03-12 19:01:41
OI-00158-1,ORD-00158,PROD-136,3,556.06,32.02,2024-08-31 22:42:22,2024-08-31 22:42:22
OI-00158-2,ORD-00158,PROD-112,3,437.58,0,2024-08-31 22:42:22,2024-08-31 22:42:22
OI-00159-1,ORD-00159,PROD-123,3,284.29,0,2024-04-03 18:57:21,2024-04-03 18:57:21
OI-00159-2,ORD-00159,PROD-115,3,281.72,0,2024-04-03 18:57:21,2024-04-03 18:57:21
OI-00160-1,ORD-00160,PROD-131,2,207.47,0,2024-05-30 15:54:07,2024-05-30 15:54:07
OI-00161-1,ORD-00161,PROD-109,3,774.44,0,2024-12-14 14:33:19,2024-12-14 14:33:19
OI-00161-2,ORD-00161,PROD-113,4,454.72,235.29,2024-12-14 14:33:19,2024-12-14 14:33:19
OI-00162-1,ORD-00162,PROD-101,4,655.83,299.53,2024-02-11 15:21:40,2024-02-11 15:21:40
OI-00163-1,ORD-00163,PROD-128,1,237.63,7.11,2024-10-22 20:10:31,2024-10-22 20:10:31
OI-00163-2,ORD-00163,PROD-126,3,457.47,0,2024-10-22 20:10:31,2024-10-22 20:10:31
OI-00163-3,ORD-00163,PROD-131,3,207.47,0,2024-10-22 20:10:31,2024-10-22 20:10:31
OI-00163-4,ORD-00163,PROD-125,2,327.41,0.41,2024-10-22 20:10:31,2024-10-22 20:10:31
OI-00164-1,ORD-00164,PROD-107,3,52.73,19.55,2024-05-07 11:44:56,2024-05-07 11:44:56
OI-00164-2,ORD-00164,PROD-125,3,327.41,0,2024-05-07 11:44:56,2024-05-07 11:44:56
OI-00165-1,ORD-00165,PROD-132,2,381.18,0,2024-09-23 17:33:21,2024-09-23 17:33:21
OI-00165-2,ORD-00165,PROD-123,4,284.29,38.26,2024-09-23 17:33:21,2024-09-23 17:33:21
OI-00165-3,ORD-00165,PROD-113,2,454.72,2.99,2024-09-23 17:33:21,2024-09-23 17:33:21
OI-00166-1,ORD-00166,PROD-117,1,521.02,0,2024-03-27 09:23:45,2024-03-27 09:23:45
OI-00166-2,ORD-00166,PROD-135,1,490.52,8.52,2024-03-27 09:23:45,2024-03-27 09:23:45
OI-00166-3,ORD-00166,PROD-140,4,29.92,0,2024-03-27 09:23:45,2024-03-27 09:23:45
OI-00166-4,ORD-00166,PROD-104,3,537.47,0,2024-03-27 09:23:45,2024-03-27 09:23:45
OI-00167-1,ORD-00167,PROD-107,2,52.73,0,2024-04-15 19:43:40,2024-04-15 19:43:40
OI-00167-2,ORD-00167,PROD-134,1,165.71,0,2024-04-15 19:43:40,2024-04-15 19:43:40
OI-00167-3,ORD-00167,PROD-118,1,399.59,47.04,2024-04-15 19:43:40,2024-04-15 19:43:40
OI-00167-4,ORD-00167,PROD-140,4,29.92,3.59,2024-04-15 19:43:40,2024-04-15 19:43:40
OI-00168-1,ORD-00168,PROD-103,4,594.17,0,2024-09-24 11:22:45,2024-09-24 11:22:45
OI-00168-2,ORD-00168,PROD-136,4,556.06,0,2024-09-24 11:22:45,2024-09-24 11:22:45
OI-00169-1,ORD-00169,PROD-110,1,152.58,0,2024-01-07 18:05:58,2024-01-07 18:05:58
OI-00169-2,ORD-00169,PROD-106,2,210.4,0,2024-01-07 18:05:58,2024-01-07 18:05:58
OI-00169-3,ORD-00169,PROD-133,3,754.46,17.0,2024-01-07 18:05:58,2024-01-07 18:05:58
OI-00169-4,ORD-00169,PROD-105,2,798.17,0,2024-01-07 18:05:58,2024-01-07 18:05:58
OI-00170-1,ORD-00170,PROD-107,1,52.73,1.09,2024-05-28 13:51:43,2024-05-28 13:51:43
OI-00171-1,ORD-00171,PROD-106,2,210.4,25.26,2024-03-28 13:22:57,2024-03-28 13:22:57
OI-00171-2,ORD-00171,PROD-124,4,24.66,5.71,2024-03-28 13:22:57,2024-03-28 13:22:57
OI-00171-3,ORD-00171,PROD-122,4,896.26,0,2024-03-28 13:22:57,2024-03-28 13:22:57
OI-00172-1,ORD-00172,PROD-107,4,52.73,0,2024-03-26 09:08:44,2024-03-26 09:08:44
OI-00172-2,ORD-00172,PROD-127,4,631.92,143.98,2024-03-26 09:08:44,2024-03-26 09:08:44
OI-00173-1,ORD-00173,PROD-108,1,415.88,19.6,2024-12-16 22:53:46,2024-12-16 22:53:46
OI-00173-2,ORD-00173,PROD-127,2,631.92,0,2024-12-16 22:53:46,2024-12-16 22:53:46
OI-00173-3,ORD-00173,PROD-129,3,263.71,0,2024-12-16 22:53:46,2024-12-16 22:53:46
OI-00173-4,ORD-00173,PROD-103,1,594.17,0,2024-12-16 22:53:46,2024-12-16 22:53:46
OI-00174-1,ORD-00174,PROD-136,1,556.06,77.93,2024-05-07 15:22:42,2024-05-07 15:22:42
OI-00174-2,ORD-00174,PROD-140,4,29.92,0,2024-05-07 15:22:42,2024-05-07 15:22:42
OI-00175-1,ORD-00175,PROD-118,2,399.59,0,2024-03-25 09:48:31,2024-03-25 09:48:31
OI-00175-2,ORD-00175,PROD-104,4,537.47,0,2024-03-25 09:48:31,2024-03-25 09:48:31
OI-00175-3,ORD-00175,PROD-133,2,754.46,100.54,2024-03-25 09:48:31,2024-03-25 09:48:31
OI-00176-1,ORD-00176,PROD-132,1,381.18,23.58,2024-08-17 09:54:31,2024-08-17 09:54:31
OI-00177-1,ORD-00177,PROD-133,4,754.46,0,2024-10-08 08:52:05,2024-10-08 08:52:05
OI-00177-2,ORD-00177,PROD-136,3,556.06,0,2024-10-08 08:52:05,2024-10-08 08:52:05
OI-00177-3,ORD-00177,PROD-114,2,516.29,0,2024-10-08 08:52:05,2024-10-08 08:52:05
OI-00178-1,ORD-00178,PROD-108,3,415.88,0,2024-10-13 20:39:38,2024-10-13 20:39:38
OI-00178-2,ORD-00178,PROD-107,3,52.73,0,2024-10-13 20:39:38,2024-10-13 20:39:38
OI-00178-3,ORD-00178,PROD-115,3,281.72,0,2024-10-13 20:39:38,2024-10-13 20:39:38
OI-00178-4,ORD-00178,PROD-101,1,655.83,0,2024-10-13 20:39:38,2024-10-13 20:39:38
OI-00179-1,ORD-00179,PROD-117,2,521.02,145.4,2024-03-12 21:45:47,2024-03-12 21:45:47
OI-00180-1,ORD-00180,PROD-129,4,263.71,0,2024-04-07 19:21:06,2024-04-07 19:21:06
OI-00181-1,ORD-00181,PROD-138,2,228.67,0,2024-03-09 15:00:33,2024-03-09 15:00:33
OI-00181-2,ORD-00181,PROD-131,2,207.47,40.92,2024-03-09 15:00:33,2024-03-09 15:00:33
OI-00181-3,ORD-00181,PROD-133,3,754.46,0,2024-03-09 15:00:33,2024-03-09 15:00:33
OI-00181-4,ORD-00181,PROD-112,4,437.58,0,2024-03-09 15:00:33,2024-03-09 15:00:33
OI-00182-1,ORD-00182,PROD-109,3,774.44,0,2024-05-07 12:25:21,2024-05-07 12:25:21
OI-00182-2,ORD-00182,PROD-127,3,631.92,0,2024-05-07 12:25:21,2024-05-07 12:25:21
OI-00183-1,ORD-00183,PROD-123,3,284.29,0,2024-10-10 18:13:12,2024-10-10 18:13:12
OI-00183-2,ORD-00183,PROD-109,3,774.44,0,2024-10-10 18:13:12,2024-10-10 18:13:12
OI-00183-3,ORD-00183,PROD-112,4,437.58,0,2024-10-10 18:13:12,2024-10-10 18:13:12
OI-00184-1,ORD-00184,PROD-102,4,652.45,262.38,2024-09-30 12:56:54,2024-09-30 12:56:54
OI-00185-1,ORD-00185,PROD-104,2,537.47,0,2024-05-16 20:50:10,2024-05-16 20:50:10
OI-00185-2,ORD-00185,PROD-119,1,378.05,0,2024-05-16 20:50:10,2024-05-16 20:50:10
OI-00186-1,ORD-00186,PROD-136,2,556.06,0,2024-02-22 17:55:43,2024-02-22 17:55:43
OI-00186-2,ORD-00186,PROD-125,3,327.41,0,2024-02-22 17:55:43,2024-02-22 17:55:43
OI-00187-1,ORD-00187,PROD-101,3,655.83,256.42,2024-07-17 14:50:43,2024-07-17 14:50:43
OI-00188-1,ORD-00188,PROD-113,4,454.72,186.25,2024-08-14 21:14:58,2024-08-14 21:14:58
OI-00188-2,ORD-00188,PROD-119,2,378.05,0,2024-08-14 21:14:58,2024-08-14 21:14:58
OI-00189-1,ORD-00189,PROD-109,3,774.44,162.52,2024-09-20 09:24:02,2024-09-20 09:24:02
OI-00189-2,ORD-00189,PROD-111,2,831.12,231.54,2024-09-20 09:24:02,2024-09-20 09:24:02
OI-00189-3,ORD-00189,PROD-138,1,228.67,0,2024-09-20 09:24:02,2024-09-20 09:24:02
OI-00190-1,ORD-00190,PROD-105,2,798.17,0,2024-11-11 21:42:19,2024-11-11 21:42:19
OI-00190-2,ORD-00190,PROD-121,1,261.06,0,2024-11-11 21:42:19,2024-11-11 21:42:19
OI-00190-3,ORD-00190,PROD-134,2,165.71,0,2024-11-11 21:42:19,2024-11-11 21:42:19
OI-00191-1,ORD-00191,PROD-124,4,24.66,0,2024-07-25 09:22:14,2024-07-25 09:22:14
OI-00191-2,ORD-00191,PROD-119,1,378.05,19.62,2024-07-25 09:22:14,2024-07-25 09:22:14
OI-00191-3,ORD-00191,PROD-114,2,516.29,0,2024-07-25 09:22:14,2024-07-25 09:22:14
OI-00192-1,ORD-00192,PROD-125,3,327.41,0,2024-11-14 11:02:43,2024-11-14 11:02:43
OI-00193-1,ORD-00193,PROD-132,3,381.18,0,2024-01-13 22:33:52,2024-01-13 22:33:52
OI-00193-2,ORD-00193,PROD-103,1,594.17,85.23,2024-01-13 22:33:52,2024-01-13 22:33:52
OI-00193-3,ORD-00193,PROD-119,1,378.05,0,2024-01-13 22:33:52,2024-01-13 22:33:52
OI-00193-4,ORD-00193,PROD-113,2,454.72,0,2024-01-13 22:33:52,2024-01-13 22:33:52
OI-00194-1,ORD-00194,PROD-105,3,798.17,26.31,2024-04-19 21:43:27,2024-04-19 21:43:27
OI-00194-2,ORD-00194,PROD-110,2,152.58,0,2024-04-19 21:43:27,2024-04-19 21:43:27
OI-00194-3,ORD-00194,PROD-102,1,652.45,0,2024-04-19 21:43:27,2024-04-19 21:43:27
OI-00194-4,ORD-00194,PROD-130,2,72.97,0,2024-04-19 21:43:27,2024-04-19 21:43:27
OI-00195-1,ORD-00195,PROD-125,1,327.41,0,2024-07-17 15:40:25,2024-07-17 15:40:25
OI-00196-1,ORD-00196,PROD-123,1,284.29,29.25,2024-11-12 09:48:47,2024-11-12 09:48:47
OI-00197-1,ORD-00197,PROD-102,2,652.45,76.53,2024-02-14 12:48:59,2024-02-14 12:48:59
OI-00197-2,ORD-00197,PROD-131,3,207.47,0,2024-02-14 12:48:59,2024-02-14 12:48:59
OI-00197-3,ORD-00197,PROD-111,2,831.12,221.16,2024-02-14 12:48:59,2024-02-14 12:48:59
OI-00197-4,ORD-00197,PROD-135,3,490.52,0,2024-02-14 12:48:59,2024-02-14 12:48:59
OI-00198-1,ORD-00198,PROD-137,4,276.02,0,2024-10-10 21:35:09,2024-10-10 21:35:09
OI-00199-1,ORD-00199,PROD-127,2,631.92,41.86,2024-06-05 11:47:47,2024-06-05 11:47:47
OI-00199-2,ORD-00199,PROD-133,3,754.46,61.57,2024-06-05 11:47:47,2024-06-05 11:47:47
OI-00200-1,ORD-00200,PROD-119,1,378.05,11.2,2024-01-28 21:48:59,2024-01-28 21:48:59
OI-00201-1,ORD-00201,PROD-119,1,378.05,0,2024-09-06 13:22:08,2024-09-06 13:22:08
OI-00202-1,ORD-00202,PROD-137,3,276.02,0,2024-09-05 15:21:39,2024-09-05 15:21:39
OI-00202-2,ORD-00202,PROD-124,2,24.66,1.82,2024-09-05 15:21:39,2024-09-05 15:21:39
OI-00203-1,ORD-00203,PROD-122,4,896.26,0,2024-12-30 19:41:27,2024-12-30 19:41:27
OI-00203-2,ORD-00203,PROD-131,3,207.47,0,2024-12-30 19:41:27,2024-12-30 19:41:27
OI-00204-1,ORD-00204,PROD-117,1,521.02,0,2024-03-30 18:38:05,2024-03-30 18:38:05
OI-00204-2,ORD-00204,PROD-105,1,798.17,0,2024-03-30 18:38:05,2024-03-30 18:38:05
OI-00205-1,ORD-00205,PROD-135,3,490.52,0,2024-07-26 20:37:13,2024-07-26 20:37:13
OI-00205-2,ORD-00205,PROD-131,3,207.47,46.79,2024-07-26 20:37:13,2024-07-26 20:37:13
OI-00205-3,ORD-00205,PROD-110,1,152.58,0,2024-07-26 20:37:13,2024-07-26 20:37:13
OI-00206-1,ORD-00206,PROD-129,2,263.71,0,2024-01-06 18:15:54,2024-01-06 18:15:54
OI-00206-2,ORD-00206,PROD-111,2,831.12,0,2024-01-06 18:15:54,2024-01-06 18:15:54
OI-00207-1,ORD-00207,PROD-117,3,521.02,156.76,2024-07-02 08:14:48,2024-07-02 08:14:48
OI-00208-1,ORD-00208,PROD-121,1,261.06,0,2024-07-03 14:30:58,2024-07-03 14:30:58
OI-00209-1,ORD-00209,PROD-125,1,327.41,0,2024-11-20 21:17:53,2024-11-20 21:17:53
OI-00209-2,ORD-00209,PROD-124,4,24.66,0,2024-11-20 21:17:53,2024-11-20 21:17:53
OI-00210-1,ORD-00210,PROD-133,2,754.46,0,2024-06-29 21:55:22,2024-06-29 21:55:22
OI-00211-1,ORD-00211,PROD-111,1,831.12,0,2024-02-09 16:41:17,2024-02-09 16:41:17
OI-00211-2,ORD-00211,PROD-124,4,24.66,0,2024-02-09 16:41:17,2024-02-09 16:41:17
