payment_id,order_id,payment_method,amount,status,payment_date,payment_timestamp,created_at,updated_at
PAY-00166,ORD-00166,CREDIT_CARD,2735.11,REFUNDED,2024-03-27,2024-03-27 09:23:45,2024-03-27 09:23:45,2024-03-27 09:23:45
PAY-00167,ORD-00167,PAYPAL,739.81,CAPTURED,2024-04-15,2024-04-15 19:43:40,2024-04-15 19:43:40,2024-04-15 19:43:40
PAY-00168,ORD-00168,PAYPAL,4600.92,CAPTURED,2024-09-24,2024-09-24 11:22:45,2024-09-24 11:22:45,2024-09-24 11:22:45
PAY-00169,ORD-00169,GIFT_CARD,4416.1,CAPTURED,2024-01-07,2024-01-07 18:05:58,2024-01-07 18:05:58,2024-01-07 18:05:58
PAY-00170,ORD-00170,APPLE_PAY,51.64,CAPTURED,2024-05-28,2024-05-28 13:51:43,2024-05-28 13:51:43,2024-05-28 13:51:43
PAY-00171,ORD-00171,GIFT_CARD,4073.51,CAPTURED,2024-03-28,2024-03-28 13:22:57,2024-03-28 13:22:57,2024-03-28 13:22:57
PAY-00172,ORD-00172,CREDIT_CARD,2594.62,REFUNDED,2024-03-26,2024-03-26 09:08:44,2024-03-26 09:08:44,2024-03-26 09:08:44
PAY-00172-R,ORD-00172,CREDIT_CARD,2594.62,REFUNDED,2024-03-26,2024-03-26 09:08:44,2024-03-26 09:08:44,2024-03-26 09:08:44
PAY-00173,ORD-00173,APPLE_PAY,3045.42,CAPTURED,2024-12-16,2024-12-16 22:53:46,2024-12-16 22:53:46,2024-12-16 22:53:46
PAY-00174,ORD-00174,APPLE_PAY,597.81,REFUNDED,2024-05-07,2024-05-07 15:22:42,2024-05-07 15:22:42,2024-05-07 15:22:42
PAY-00175,ORD-00175,DEBIT_CARD,4357.44,CAPTURED,2024-03-25,2024-03-25 09:48:31,2024-03-25 09:48:31,2024-03-25 09:48:31
PAY-00176,ORD-00176,PAYPAL,357.6,CAPTURED,2024-08-17,2024-08-17 09:54:31,2024-08-17 09:54:31,2024-08-17 09:54:31
PAY-00177,ORD-00177,GIFT_CARD,5718.6,CAPTURED,2024-10-08,2024-10-08 08:52:05,2024-10-08 08:52:05,2024-10-08 08:52:05
PAY-00178,ORD-00178,PAYPAL,2906.82,CAPTURED,2024-10-13,2024-10-13 20:39:38,2024-10-13 20:39:38,2024-10-13 20:39:38
PAY-00179,ORD-00179,APPLE_PAY,896.64,REFUNDED,2024-03-12,2024-03-12 21:45:47,2024-03-12 21:45:47,2024-03-12 21:45:47
PAY-00179-R,ORD-00179,APPLE_PAY,896.64,REFUNDED,2024-03-12,2024-03-12 21:45:47,2024-03-12 21:45:47,2024-03-12 21:45:47
PAY-00180,ORD-00180,CREDIT_CARD,1054.84,CAPTURED,2024-04-07,2024-04-07 19:21:06,2024-04-07 19:21:06,2024-04-07 19:21:06
PAY-00181,ORD-00181,CREDIT_CARD,4845.06,REFUNDED,2024-03-09,2024-03-09 15:00:33,2024-03-09 15:00:33,2024-03-09 15:00:33
PAY-00182,ORD-00182,APPLE_PAY,4219.08,CAPTURED,2024-05-07,2024-05-07 12:25:21,2024-05-07 12:25:21,2024-05-07 12:25:21
PAY-00183,ORD-00183,GIFT_CARD,4926.51,CAPTURED,2024-10-10,2024-10-10 18:13:12,2024-10-10 18:13:12,2024-10-10 18:13:12
PAY-00184,ORD-00184,CREDIT_CARD,2347.42,CAPTURED,2024-09-30,2024-09-30 12:56:54,2024-09-30 12:56:54,2024-09-30 12:56:54
PAY-00185,ORD-00185,PAYPAL,1452.99,CAPTURED,2024-05-16,2024-05-16 20:50:10,2024-05-16 20:50:10,2024-05-16 20:50:10
PAY-00186,ORD-00186,GIFT_CARD,2094.35,REFUNDED,2024-02-22,2024-02-22 17:55:43,2024-02-22 17:55:43,2024-02-22 17:55:43
PAY-00186-R,ORD-00186,GIFT_CARD,2094.35,REFUNDED,2024-02-22,2024-02-22 17:55:43,2024-02-22 17:55:43,2024-02-22 17:55:43
PAY-00187,ORD-00187,GIFT_CARD,1711.07,CAPTURED,2024-07-17,2024-07-17 14:50:43,2024-07-17 14:50:43,2024-07-17 14:50:43
PAY-00188,ORD-00188,PAYPAL,2388.73,REFUNDED,2024-08-14,2024-08-14 21:14:58,2024-08-14 21:14:58,2024-08-14 21:14:58
PAY-00189,ORD-00189,PAYPAL,3820.17,CAPTURED,2024-09-20,2024-09-20 09:24:02,2024-09-20 09:24:02,2024-09-20 09:24:02
PAY-00190,ORD-00190,GIFT_CARD,2188.82,CAPTURED,2024-11-11,2024-11-11 21:42:19,2024-11-11 21:42:19,2024-11-11 21:42:19
PAY-00191,ORD-00191,PAYPAL,1489.65,CAPTURED,2024-07-25,2024-07-25 09:22:14,2024-07-25 09:22:14,2024-07-25 09:22:14
PAY-00192,ORD-00192,APPLE_PAY,982.23,CAPTURED,2024-11-14,2024-11-14 11:02:43,2024-11-14 11:02:43,2024-11-14 11:02:43
PAY-00193,ORD-00193,GIFT_CARD,2939.97,CAPTURED,2024-01-13,2024-01-13 22:33:52,2024-01-13 22:33:52,2024-01-13 22:33:52
PAY-00194,ORD-00194,DEBIT_CARD,3471.75,CAPTURED,2024-04-19,2024-04-19 21:43:27,2024-04-19 21:43:27,2024-04-19 21:43:27
PAY-00195,ORD-00195,PAYPAL,327.41,CAPTURED,2024-07-17,2024-07-17 15:40:25,2024-07-17 15:40:25,2024-07-17 15:40:25
PAY-00196,ORD-00196,CREDIT_CARD,255.04,CAPTURED,2024-11-12,2024-11-12 09:48:47,2024-11-12 09:48:47,2024-11-12 09:48:47
PAY-00197,ORD-00197,APPLE_PAY,4763.42,CAPTURED,2024-02-14,2024-02-14 12:48:59,2024-02-14 12:48:59,2024-02-14 12:48:59
PAY-00198,ORD-00198,CREDIT_CARD,1104.08,CAPTURED,2024-10-10,2024-10-10 21:35:09,2024-10-10 21:35:09,2024-10-10 21:35:09
PAY-00199,ORD-00199,PAYPAL,3423.79,REFUNDED,2024-06-05,2024-06-05 11:47:47,2024-06-05 11:47:47,2024-06-05 11:47:47
PAY-00200,ORD-00200,APPLE_PAY,366.85,CAPTURED,2024-01-28,2024-01-28 21:48:59,2024-01-28 21:48:59,2024-01-28 21:48:59
PAY-00201,ORD-00201,DEBIT_CARD,378.05,REFUNDED,2024-09-06,2024-09-06 13:22:08,2024-09-06 13:22:08,2024-09-06 13:22:08
PAY-00202,ORD-00202,PAYPAL,875.56,REFUNDED,2024-09-05,2024-09-05 15:21:39,2024-09-05 15:21:39,2024-09-05 15:21:39
PAY-00203,ORD-00203,PAYPAL,4207.45,CAPTURED,2024-12-30,2024-12-30 19:41:27,2024-12-30 19:41:27,2024-12-30 19:41:27
PAY-00204,ORD-00204,DEBIT_CARD,1319.19,CAPTURED,2024-03-30,2024-03-30 18:38:05,2024-03-30 18:38:05,2024-03-30 18:38:05
PAY-00205,ORD-00205,GIFT_CARD,2199.76,CAPTURED,2024-07-26,2024-07-26 20:37:13,2024-07-26 20:37:13,2024-07-26 20:37:13
PAY-00206,ORD-00206,DEBIT_CARD,2189.66,CAPTURED,2024-01-06,2024-01-06 18:15:54,2024-01-06 18:15:54,2024-01-06 18:15:54
PAY-00207,ORD-00207,DEBIT_CARD,1406.3,CAPTURED,2024-07-02,2024-07-02 08:14:48,2024-07-02 08:14:48,2024-07-02 08:14:48
PAY-00208,ORD-00208,CREDIT_CARD,261.06,CAPTURED,2024-07-03,2024-07-03 14:30:58,2024-07-03 14:30:58,2024-07-03 14:30:58
PAY-00209,ORD-00209,PAYPAL,426.05,REFUNDED,2024-11-20,2024-11-20 21:17:53,2024-11-20 21:17:53,2024-11-20 21:17:53
PAY-00209-R,ORD-00209,PAYPAL,426.05,REFUNDED,2024-11-20,2024-11-20 21:17:53,2024-11-20 21:17:53,2024-11-20 21:17:53
PAY-00210,ORD-00210,APPLE_PAY,1508.92,CAPTURED,2024-06-29,2024-06-29 21:55:22,2024-06-29 21:55:22,2024-06-29 21:55:22
PAY-00211,ORD-00211,DEBIT_CARD,929.76,CAPTURED,2024-02-09,2024-02-09 16:41:17,2024-02-09 16:41:17,2024-02-09 16:41:17
PAY-00212,ORD-00212,DEBIT_CARD,2359.68,CAPTURED,2024-02-28,2024-02-28 15:43:30,2024-02-28 15:43:30,2024-02-28 15:43:30
PAY-00213,ORD-00213,DEBIT_CARD,3519.27,CAPTURED,2024-10-20,2024-10-20 10:03:10,2024-10-20 10:03:10,2024-10-20 10:03:10
PAY-00214,ORD-00214,DEBIT_CARD,1424.03,CAPTURED,2024-04-03,2024-04-03 17:42:32,2024-04-03 17:42:32,2024-04-03 17:42:32
PAY-00215,ORD-00215,GIFT_CARD,442.0,CAPTURED,2024-02-19,2024-02-19 10:30:57,2024-02-19 10:30:57,2024-02-19 10:30:57
PAY-00216,ORD-00216,APPLE_PAY,3326.47,REFUNDED,2024-11-04,2024-11-04 16:52:00,2024-11-04 16:52:00,2024-11-04 16:52:00
PAY-00217,ORD-00217,PAYPAL,4556.43,CAPTURED,2024-09-01,2024-09-01 20:14:58,2024-09-01 20:14:58,2024-09-01 20:14:58
PAY-00218,ORD-00218,PAYPAL,5542.35,CAPTURED,2024-05-13,2024-05-13 21:34:27,2024-05-13 21:34:27,2024-05-13 21:34:27
PAY-00219,ORD-00219,DEBIT_CARD,5394.79,CAPTURED,2024-03-11,2024-03-11 21:55:42,2024-03-11 21:55:42,2024-03-11 21:55:42
PAY-00220,ORD-00220,PAYPAL,478.09,CAPTURED,2024-08-10,2024-08-10 09:04:16,2024-08-10 09:04:16,2024-08-10 09:04:16
PAY-00221,ORD-00221,GIFT_CARD,1750.32,CAPTURED,2024-07-24,2024-07-24 17:41:33,2024-07-24 17:41:33,2024-07-24 17:41:33
PAY-00222,ORD-00222,DEBIT_CARD,956.18,CAPTURED,2024-12-02,2024-12-02 22:51:33,2024-12-02 22:51:33,2024-12-02 22:51:33
PAY-00223,ORD-00223,DEBIT_CARD,1598.36,CAPTURED,2024-01-19,2024-01-19 13:15:41,2024-01-19 13:15:41,2024-01-19 13:15:41
PAY-00224,ORD-00224,CREDIT_CARD,1668.18,CAPTURED,2024-07-26,2024-07-26 17:12:33,2024-07-26 17:12:33,2024-07-26 17:12:33
PAY-00225,ORD-00225,DEBIT_CARD,525.98,CAPTURED,2024-10-25,2024-10-25 13:22:52,2024-10-25 13:22:52,2024-10-25 13:22:52
PAY-00226,ORD-00226,PAYPAL,3141.15,CAPTURED,2024-05-30,2024-05-30 13:07:51,2024-05-30 13:07:51,2024-05-30 13:07:51
PAY-00227,ORD-00227,PAYPAL,654.82,CAPTURED,2024-10-27,2024-10-27 21:01:30,2024-10-27 21:01:30,2024-10-27 21:01:30
PAY-00228,ORD-00228,CREDIT_CARD,2115.66,CAPTURED,2024-06-10,2024-06-10 14:22:33,2024-06-10 14:22:33,2024-06-10 14:22:33
PAY-00229,ORD-00229,DEBIT_CARD,3681.75,REFUNDED,2024-10-20,2024-10-20 12:11:47,2024-10-20 12:11:47,2024-10-20 12:11:47
PAY-00230,ORD-00230,GIFT_CARD,2881.36,CAPTURED,2024-10-04,2024-10-04 08:54:30,2024-10-04 08:54:30,2024-10-04 08:54:30
PAY-00231,ORD-00231,DEBIT_CARD,1561.9,CAPTURED,2024-10-03,2024-10-03 08:32:22,2024-10-03 08:32:22,2024-10-03 08:32:22
PAY-00232,ORD-00232,DEBIT_CARD,3217.87,CAPTURED,2024-06-24,2024-06-24 13:11:31,2024-06-24 13:11:31,2024-06-24 13:11:31
PAY-00233,ORD-00233,CREDIT_CARD,2407.38,CAPTURED,2024-03-15,2024-03-15 20:47:09,2024-03-15 20:47:09,2024-03-15 20:47:09
PAY-00234,ORD-00234,APPLE_PAY,799.42,CAPTURED,2024-05-08,2024-05-08 16:54:36,2024-05-08 16:54:36,2024-05-08 16:54:36
PAY-00235,ORD-00235,PAYPAL,2226.79,CAPTURED,2024-11-18,2024-11-18 09:28:47,2024-11-18 09:28:47,2024-11-18 09:28:47
PAY-00236,ORD-00236,APPLE_PAY,982.23,CAPTURED,2024-06-30,2024-06-30 13:43:32,2024-06-30 13:43:32,2024-06-30 13:43:32
PAY-00237,ORD-00237,APPLE_PAY,8018.94,CAPTURED,2024-03-26,2024-03-26 18:51:59,2024-03-26 18:51:59,2024-03-26 18:51:59
PAY-00238,ORD-00238,DEBIT_CARD,1236.34,CAPTURED,2024-08-18,2024-08-18 14:10:11,2024-08-18 14:10:11,2024-08-18 14:10:11
PAY-00239,ORD-00239,GIFT_CARD,158.19,CAPTURED,2024-10-07,2024-10-07 08:01:49,2024-10-07 08:01:49,2024-10-07 08:01:49
PAY-00240,ORD-00240,DEBIT_CARD,910.59,CAPTURED,2024-12-01,2024-12-01 22:56:24,2024-12-01 22:56:24,2024-12-01 22:56:24
PAY-00241,ORD-00241,PAYPAL,7287.26,CAPTURED,2024-06-15,2024-06-15 21:30:29,2024-06-15 21:30:29,2024-06-15 21:30:29
PAY-00242,ORD-00242,PAYPAL,1766.74,CAPTURED,2024-02-15,2024-02-15 15:19:23,2024-02-15 15:19:23,2024-02-15 15:19:23
PAY-00243,ORD-00243,APPLE_PAY,3442.42,CAPTURED,2024-09-30,2024-09-30 08:44:59,2024-09-30 08:44:59,2024-09-30 08:44:59
PAY-00244,ORD-00244,PAYPAL,475.26,CAPTURED,2024-11-26,2024-11-26 14:53:24,2024-11-26 14:53:24,2024-11-26 14:53:24
PAY-00245,ORD-00245,PAYPAL,5456.31,CAPTURED,2024-11-09,2024-11-09 20:44:43,2024-11-09 20:44:43,2024-11-09 20:44:43
PAY-00246,ORD-00246,GIFT_CARD,429.37,CAPTURED,2024-04-06,2024-04-06 13:01:09,2024-04-06 13:01:09,2024-04-06 13:01:09
PAY-00247,ORD-00247,APPLE_PAY,5216.46,CAPTURED,2024-01-05,2024-01-05 11:05:09,2024-01-05 11:05:09,2024-01-05 11:05:09
PAY-00248,ORD-00248,DEBIT_CARD,1485.64,CAPTURED,2024-12-22,2024-12-22 20:02:21,2024-12-22 20:02:21,2024-12-22 20:02:21
PAY-00249,ORD-00249,CREDIT_CARD,889.44,CAPTURED,2024-05-08,2024-05-08 21:24:53,2024-05-08 21:24:53,2024-05-08 21:24:53
PAY-00250,ORD-00250,PAYPAL,2495.92,CAPTURED,2024-09-23,2024-09-23 18:13:30,2024-09-23 18:13:30,2024-09-23 18:13:30
PAY-00251,ORD-00251,CREDIT_CARD,854.05,CAPTURED,2024-02-27,2024-02-27 11:40:27,2024-02-27 11:40:27,2024-02-27 11:40:27
PAY-00252,ORD-00252,PAYPAL,149.18,CAPTURED,2024-12-19,2024-12-19 15:44:38,2024-12-19 15:44:38,2024-12-19 15:44:38
PAY-00253,ORD-00253,CREDIT_CARD,568.58,REFUNDED,2024-11-12,2024-11-12 13:59:48,2024-11-12 13:59:48,2024-11-12 13:59:48
PAY-00254,ORD-00254,GIFT_CARD,4568.69,CAPTURED,2024-02-24,2024-02-24 10:31:14,2024-02-24 10:31:14,2024-02-24 10:31:14
PAY-00255,ORD-00255,GIFT_CARD,1927.66,CAPTURED,2024-12-22,2024-12-22 15:12:36,2024-12-22 15:12:36,2024-12-22 15:12:36
PAY-00256,ORD-00256,CREDIT_CARD,819.82,CAPTURED,2024-11-22,2024-11-22 16:24:46,2024-11-22 16:24:46,2024-11-22 16:24:46
PAY-00257,ORD-00257,GIFT_CARD,1182.77,CAPTURED,2024-07-28,2024-07-28 18:20:07,2024-07-28 18:20:07,2024-07-28 18:20:07
PAY-00258,ORD-00258,APPLE_PAY,1627.2,CAPTURED,2024-09-05,2024-09-05 11:06:02,2024-09-05 11:06:02,2024-09-05 11:06:02
PAY-00259,ORD-00259,PAYPAL,89.76,CAPTURED,2024-02-01,2024-02-01 13:35:47,2024-02-01 13:35:47,2024-02-01 13:35:47
PAY-00260,ORD-00260,GIFT_CARD,105.46,CAPTURED,2024-02-06,2024-02-06 21:19:04,2024-02-06 21:19:04,2024-02-06 21:19:04
PAY-00261,ORD-00261,DEBIT_CARD,2046.06,CAPTURED,2024-04-08,2024-04-08 16:42:15,2024-04-08 16:42:15,2024-04-08 16:42:15
PAY-00262,ORD-00262,GIFT_CARD,2050.71,CAPTURED,2024-08-14,2024-08-14 22:22:57,2024-08-14 22:22:57,2024-08-14 22:22:57
PAY-00263,ORD-00263,PAYPAL,331.42,CAPTURED,2024-08-17,2024-08-17 14:00:46,2024-08-17 14:00:46,2024-08-17 14:00:46
PAY-00264,ORD-00264,CREDIT_CARD,2946.04,CAPTURED,2024-01-04,2024-01-04 12:14:13,2024-01-04 12:14:13,2024-01-04 12:14:13
PAY-00265,ORD-00265,CREDIT_CARD,2872.97,CAPTURED,2024-10-19,2024-10-19 14:36:58,2024-10-19 14:36:58,2024-10-19 14:36:58
PAY-00266,ORD-00266,APPLE_PAY,281.72,CAPTURED,2024-06-20,2024-06-20 13:56:52,2024-06-20 13:56:52,2024-06-20 13:56:52
PAY-00267,ORD-00267,PAYPAL,3487.2,CAPTURED,2024-07-14,2024-07-14 08:19:33,2024-07-14 08:19:33,2024-07-14 08:19:33
PAY-00268,ORD-00268,APPLE_PAY,3555.79,CAPTURED,2024-10-31,2024-10-31 17:32:05,2024-10-31 17:32:05,2024-10-31 17:32:05
PAY-00269,ORD-00269,GIFT_CARD,1640.76,CAPTURED,2024-12-23,2024-12-23 10:48:08,2024-12-23 10:48:08,2024-12-23 10:48:08
PAY-00270,ORD-00270,CREDIT_CARD,3125.01,CAPTURED,2024-06-14,2024-06-14 18:59:36,2024-06-14 18:59:36,2024-06-14 18:59:36
PAY-00271,ORD-00271,PAYPAL,1022.56,CAPTURED,2024-01-23,2024-01-23 22:52:14,2024-01-23 22:52:14,2024-01-23 22:52:14
PAY-00272,ORD-00272,PAYPAL,4648.53,CAPTURED,2024-05-27,2024-05-27 08:21:44,2024-05-27 08:21:44,2024-05-27 08:21:44
PAY-00273,ORD-00273,CREDIT_CARD,1680.45,CAPTURED,2024-12-05,2024-12-05 16:02:16,2024-12-05 16:02:16,2024-12-05 16:02:16
PAY-00274,ORD-00274,DEBIT_CARD,2277.2,CAPTURED,2024-05-29,2024-05-29 21:56:41,2024-05-29 21:56:41,2024-05-29 21:56:41
PAY-00275,ORD-00275,PAYPAL,3492.02,CAPTURED,2024-03-21,2024-03-21 08:22:43,2024-03-21 08:22:43,2024-03-21 08:22:43
PAY-00276,ORD-00276,DEBIT_CARD,654.82,CAPTURED,2024-04-25,2024-04-25 10:21:57,2024-04-25 10:21:57,2024-04-25 10:21:57
PAY-00277,ORD-00277,PAYPAL,4794.28,CAPTURED,2024-03-19,2024-03-19 14:19:58,2024-03-19 14:19:58,2024-03-19 14:19:58
PAY-00278,ORD-00278,CREDIT_CARD,871.38,CAPTURED,2024-03-21,2024-03-21 13:04:35,2024-03-21 13:04:35,2024-03-21 13:04:35
PAY-00279,ORD-00279,PAYPAL,963.62,REFUNDED,2024-08-14,2024-08-14 19:59:52,2024-08-14 19:59:52,2024-08-14 19:59:52
PAY-00280,ORD-00280,CREDIT_CARD,4435.8,REFUNDED,2024-04-28,2024-04-28 17:14:14,2024-04-28 17:14:14,2024-04-28 17:14:14
PAY-00281,ORD-00281,APPLE_PAY,2454.76,CAPTURED,2024-07-28,2024-07-28 20:00:59,2024-07-28 20:00:59,2024-07-28 20:00:59
PAY-00282,ORD-00282,APPLE_PAY,4425.47,CAPTURED,2024-12-18,2024-12-18 13:55:29,2024-12-18 13:55:29,2024-12-18 13:55:29
PAY-00283,ORD-00283,GIFT_CARD,4943.15,CAPTURED,2024-09-22,2024-09-22 16:25:47,2024-09-22 16:25:47,2024-09-22 16:25:47
PAY-00284,ORD-00284,APPLE_PAY,688.21,REFUNDED,2024-09-21,2024-09-21 22:09:29,2024-09-21 22:09:29,2024-09-21 22:09:29
PAY-00285,ORD-00285,PAYPAL,2047.47,CAPTURED,2024-12-22,2024-12-22 16:08:25,2024-12-22 16:08:25,2024-12-22 16:08:25
PAY-00286,ORD-00286,GIFT_CARD,2944.25,CAPTURED,2024-07-04,2024-07-04 09:33:45,2024-07-04 09:33:45,2024-07-04 09:33:45
PAY-00287,ORD-00287,CREDIT_CARD,3050.32,CAPTURED,2024-03-17,2024-03-17 10:55:09,2024-03-17 10:55:09,2024-03-17 10:55:09
PAY-00288,ORD-00288,GIFT_CARD,2623.72,CAPTURED,2024-11-07,2024-11-07 22:31:15,2024-11-07 22:31:15,2024-11-07 22:31:15
PAY-00289,ORD-00289,PAYPAL,447.58,CAPTURED,2024-01-26,2024-01-26 09:26:11,2024-01-26 09:26:11,2024-01-26 09:26:11
PAY-00290,ORD-00290,APPLE_PAY,1354.64,CAPTURED,2024-07-07,2024-07-07 22:24:52,2024-07-07 22:24:52,2024-07-07 22:24:52
PAY-00291,ORD-00291,DEBIT_CARD,52.73,CAPTURED,2024-06-17,2024-06-17 16:26:33,2024-06-17 16:26:33,2024-06-17 16:26:33
PAY-00292,ORD-00292,APPLE_PAY,3329.98,CAPTURED,2024-11-05,2024-11-05 22:50:45,2024-11-05 22:50:45,2024-11-05 22:50:45
PAY-00293,ORD-00293,CREDIT_CARD,2609.8,CAPTURED,2024-11-08,2024-11-08 11:45:18,2024-11-08 11:45:18,2024-11-08 11:45:18
PAY-00294,ORD-00294,CREDIT_CARD,3484.37,CAPTURED,2024-04-16,2024-04-16 20:39:26,2024-04-16 20:39:26,2024-04-16 20:39:26
PAY-00295,ORD-00295,APPLE_PAY,875.16,CAPTURED,2024-01-04,2024-01-04 09:43:21,2024-01-04 09:43:21,2024-01-04 09:43:21
PAY-00296,ORD-00296,DEBIT_CARD,4081.5,CAPTURED,2024-12-10,2024-12-10 15:58:30,2024-12-10 15:58:30,2024-12-10 15:58:30
PAY-00297,ORD-00297,GIFT_CARD,3552.54,CAPTURED,2024-06-10,2024-06-10 16:34:01,2024-06-10 16:34:01,2024-06-10 16:34:01
PAY-00298,ORD-00298,PAYPAL,1388.08,CAPTURED,2024-04-05,2024-04-05 17:07:55,2024-04-05 17:07:55,2024-04-05 17:07:55
PAY-00299,ORD-00299,PAYPAL,440.54,CAPTURED,2024-08-19,2024-08-19 21:19:13,2024-08-19 21:19:13,2024-08-19 21:19:13
PAY-00300,ORD-00300,PAYPAL,2246.36,CAPTURED,2024-09-04,2024-09-04 22:32:09,2024-09-04 22:32:09,2024-09-04 22:32:09
PAY-00301,ORD-00301,CREDIT_CARD,440.57,CAPTURED,2024-10-31,2024-10-31 21:05:21,2024-10-31 21:05:21,2024-10-31 21:05:21
PAY-00302,ORD-00302,PAYPAL,1941.54,CAPTURED,2024-04-17,2024-04-17 13:12:12,2024-04-17 13:12:12,2024-04-17 13:12:12
PAY-00303,ORD-00303,PAYPAL,3259.58,CAPTURED,2024-05-25,2024-05-25 17:15:10,2024-05-25 17:15:10,2024-05-25 17:15:10
PAY-00304,ORD-00304,APPLE_PAY,4494.84,REFUNDED,2024-11-01,2024-11-01 22:37:40,2024-11-01 22:37:40,2024-11-01 22:37:40
PAY-00305,ORD-00305,APPLE_PAY,1904.86,REFUNDED,2024-02-19,2024-02-19 15:19:43,2024-02-19 15:19:43,2024-02-19 15:19:43
PAY-00306,ORD-00306,GIFT_CARD,3070.57,CAPTURED,2024-08-24,2024-08-24 21:10:18,2024-08-24 21:10:18,2024-08-24 21:10:18
PAY-00307,ORD-00307,APPLE_PAY,5927.5,CAPTURED,2024-02-06,2024-02-06 20:19:34,2024-02-06 20:19:34,2024-02-06 20:19:34
PAY-00308,ORD-00308,CREDIT_CARD,2801.14,REFUNDED,2024-10-05,2024-10-05 19:15:11,2024-10-05 19:15:11,2024-10-05 19:15:11
PAY-00309,ORD-00309,GIFT_CARD,305.16,CAPTURED,2024-12-04,2024-12-04 08:05:13,2024-12-04 08:05:13,2024-12-04 08:05:13
PAY-00310,ORD-00310,DEBIT_CARD,2591.78,CAPTURED,2024-07-18,2024-07-18 17:36:28,2024-07-18 17:36:28,2024-07-18 17:36:28
PAY-00311,ORD-00311,CREDIT_CARD,1597.56,CAPTURED,2024-05-30,2024-05-30 08:23:57,2024-05-30 08:23:57,2024-05-30 08:23:57
PAY-00312,ORD-00312,PAYPAL,3680.97,CAPTURED,2024-04-30,2024-04-30 14:44:37,2024-04-30 14:44:37,2024-04-30 14:44:37
PAY-00313,ORD-00313,DEBIT_CARD,7417.56,CAPTURED,2024-03-09,2024-03-09 08:04:41,2024-03-09 08:04:41,2024-03-09 08:04:41
PAY-00314,ORD-00314,APPLE_PAY,4209.8,CAPTURED,2024-04-05,2024-04-05 14:38:00,2024-04-05 14:38:00,2024-04-05 14:38:00
PAY-00315,ORD-00315,CREDIT_CARD,1024.63,CAPTURED,2024-12-26,2024-12-26 13:07:37,2024-12-26 13:07:37,2024-12-26 13:07:37
PAY-00316,ORD-00316,GIFT_CARD,4868.58,CAPTURED,2024-12-08,2024-12-08 09:43:40,2024-12-08 09:43:40,2024-12-08 09:43:40
PAY-00317,ORD-00317,GIFT_CARD,3237.51,REFUNDED,2024-05-30,2024-05-30 12:10:02,2024-05-30 12:10:02,2024-05-30 12:10:02
PAY-00318,ORD-00318,PAYPAL,3152.42,CAPTURED,2024-09-05,2024-09-05 09:08:32,2024-09-05 09:08:32,2024-09-05 09:08:32
PAY-00319,ORD-00319,PAYPAL,818.76,CAPTURED,2024-03-18,2024-03-18 18:28:23,2024-03-18 18:28:23,2024-03-18 18:28:23
PAY-00320,ORD-00320,APPLE_PAY,2921.9,CAPTURED,2024-03-19,2024-03-19 21:31:48,2024-03-19 21:31:48,2024-03-19 21:31:48
PAY-00321,ORD-00321,APPLE_PAY,3355.4,CAPTURED,2024-02-29,2024-02-29 08:10:29,2024-02-29 08:10:29,2024-02-29 08:10:29
PAY-00322,ORD-00322,APPLE_PAY,3032.0,CAPTURED,2024-01-07,2024-01-07 12:59:51,2024-01-07 12:59:51,2024-01-07 12:59:51
PAY-00323,ORD-00323,APPLE_PAY,1595.45,CAPTURED,2024-02-20,2024-02-20 12:41:37,2024-02-20 12:41:37,2024-02-20 12:41:37
PAY-00324,ORD-00324,APPLE_PAY,165.71,CAPTURED,2024-12-10,2024-12-10 08:53:04,2024-12-10 08:53:04,2024-12-10 08:53:04
PAY-00325,ORD-00325,CREDIT_CARD,27.25,CAPTURED,2024-04-22,2024-04-22 19:18:16,2024-04-22 19:18:16,2024-04-22 19:18:16
PAY-00326,ORD-00326,CREDIT_CARD,956.18,REFUNDED,2024-04-21,2024-04-21 17:40:07,2024-04-21 17:40:07,2024-04-21 17:40:07
PAY-00327,ORD-00327,DEBIT_CARD,3845.2,CAPTURED,2024-10-16,2024-10-16 20:11:57,2024-10-16 20:11:57,2024-10-16 20:11:57
PAY-00328,ORD-00328,PAYPAL,3874.08,CAPTURED,2024-02-01,2024-02-01 14:24:21,2024-02-01 14:24:21,2024-02-01 14:24:21
PAY-00329,ORD-00329,GIFT_CARD,782.48,CAPTURED,2024-03-14,2024-03-14 16:49:27,2024-03-14 16:49:27,2024-03-14 16:49:27
PAY-00330,ORD-00330,DEBIT_CARD,2127.11,CAPTURED,2024-05-08,2024-05-08 20:28:01,2024-05-08 20:28:01,2024-05-08 20:28:01
PAY-00331,ORD-00331,APPLE_PAY,5956.26,REFUNDED,2024-07-19,2024-07-19 17:00:32,2024-07-19 17:00:32,2024-07-19 17:00:32
PAY-00332,ORD-00332,CREDIT_CARD,3340.03,CAPTURED,2024-02-16,2024-02-16 13:34:54,2024-02-16 13:34:54,2024-02-16 13:34:54
PAY-00333,ORD-00333,CREDIT_CARD,1533.57,CAPTURED,2024-11-19,2024-11-19 15:47:12,2024-11-19 15:47:12,2024-11-19 15:47:12
PAY-00334,ORD-00334,CREDIT_CARD,896.26,CAPTURED,2024-06-06,2024-06-06 15:34:53,2024-06-06 15:34:53,2024-06-06 15:34:53
